Text,Sentiment,word_count,char_count,clean_text,pred_label_GPT,pred_label_RoBERTa
Which stocks on your watchlist are holding up today? Focus on those. I'm watching: ECHO BCC WSM ABBV ANGI among others.,1,21,119,stock watchlist holding today focus watching echo bcc wsm abbv angi among others,0,1
AMTD Come on give it up.,0,6,24,amtd come give,0,1
"Healthcare stock BKS pulled back on a bad rating, but it's still technically sound  ",1,14,84,healthcare stock bk pulled back bad rating still technically sound,0,0
AAP let's see if it can bounce to 465+ now... cautiously bullish,1,12,64,aap let see bounce cautiously bullish,1,1
"ANA Get long Arena here's why, seekingalpha.com/article/1298901  ",1,7,65,ana get long arena seekingalpha com article,1,1
we are loving the upside movement on our CAI position today.  great way to start the week!,1,17,90,loving upside movement cai position today great way start week,1,1
BAC aising My Stop a little...,1,6,30,bac aising stop little,0,1
AAP moving great :),1,4,19,aap moving great,1,1
eaders acting well. V new highs.  continues highers despite the market.,1,11,71,eaders acting well new high continues highers despite market,1,1
GOOG having a hard time with 810,0,7,32,goog hard time,0,0
"AAP ove it or hate it...gotta' admit, it's rarely boring! ;-)",1,11,61,aap ove hate gotta admit rarely boring,0,0
WMT 5 min   ,1,3,12,wmt min,0,0
"FYI 4/20 165C's -Avg px 0.93 user: ong V for trade at 161.20, hope you have been watching this channel.   ",1,20,106,fyi c avg user ong trade hope watching channel,0,1
"Alright. I think the 8th time's the charm...C'mon, guys...P & OVE 466.85 this time. AAP =^.^=",1,16,93,alright think th time charm mon guy ove time aap,0,1
Did I just see a 5.39 on GPN transaction?  Would be fine by me if it traded down to that this week.,0,22,99,see gpn transaction would fine traded week,0,1
BAC Begin ong position  12.37,1,5,29,bac begin ong position,1,1
Goldman drops EA from conviction-buy to buy  ,0,7,45,goldman drop conviction buy buy,0,1
"Green Daily Triangle on TC,....pdating ong and Short Position  ",0,9,63,green daily triangle pdating ong short position,0,1
"CA continuing to work well. Glad I bought a decent size block, probably cutting out of this one soon. lol",0,20,105,continuing work well glad bought decent size block probably cutting one soon lol,0,1
GOOG 809ish stop on rest of the short position,0,9,46,goog ish stop rest short position,0,0
BAC Full Position (ong) for A quick swing trade,1,9,47,bac full position ong quick swing trade,1,1
"DNDN, turning green bull hammer close",1,6,37,dndn turning green bull hammer close,1,1
"I will swing WFC, ATI, and FCX Short.",0,8,37,swing wfc ati fcx short,0,1
AAP really looked like a B trap fri- to open.. Trade Strong,1,12,59,aap really looked like trap fri open trade strong,0,0
"BAC No selling Target, Will sellwillit stop to move up. Will Just raise my Stop Step by Step till it will be triggered !",1,24,120,bac selling target sellwillit stop move raise stop step step till triggered,0,0
user: TJX TJX. Fresh All Time High & plenty of support nearby.  ,1,12,64,user tjx tjx fresh time high plenty support nearby,1,1
Keep going up GPN.  Open up an even better put buying spot.,0,12,59,keep going gpn open even better put buying spot,0,1
HZNP looks to be setting up for a breakout on volume  ,1,11,54,hznp look setting breakout volume,1,1
"MTG those trapped in here should actually be thankful the company diluted on everyone, otherwise it'd be back down to 2 lol",0,22,123,mtg trapped actually thankful company diluted everyone otherwise back lol,0,1
NG signs deal AMP ETF inches forward with holdings of companies in NG SO DIG WTI OI OI CO,1,19,89,sign deal etf inch forward holding company dig wti,1,1
BAC Keep Overnight for Swing !,1,6,30,bac keep overnight swing,0,1
"AAP Someone please mention a rumor and your analysis.. if your hoping for a stock to perform, your not doing your homework. #study",1,23,130,aap someone please mention rumor analysis hoping stock perform homework study,0,0
SWFT Trend well in tact here. Now confirming the move. Other set ups I like:   ,1,15,79,swft trend well tact confirming move set ups like,1,1
MS ready to crack. All technicals read bearish. Holding long Apr 22 puts.  ,0,13,75,ready crack technical read bearish holding long apr put,0,0
Shorting Delta Airlines in the morning. Flying way too high for its performance - pun intended!  DA,0,17,99,shorting delta airline morning flying way high performance pun intended,0,0
"Eyeing ADBE as a possible short set-up, would like to see a little more downside volume first.",0,17,94,eyeing adbe possible short set would like see little downside volume first,0,1
PHM Nice ooking Cup & Handle with a pivot of 21.6 when it breaks this resistance on volume go long  ,1,20,100,phm nice ooking cup handle pivot break resistance volume long,1,1
V Cleared this consolidation channel today. Setting up for higher prices.  ,1,11,75,cleared consolidation channel today setting higher price,1,1
GW Corning Set To Emerge From 18-Month Base  ,1,8,45,corning set emerge month base,1,1
GD SV FCX AY ABX NEM - Gold price falls below  1.600 lower demand for shelter  ,0,16,79,fcx abx nem gold price fall lower demand shelter,0,0
"ANA strong start, like it over 8.70",1,7,35,ana strong start like,1,1
IDTI like it over 7.41-42,1,5,25,idti like,1,1
"ACAD trying to go higher, needs a followthru here",1,9,49,acad trying higher need followthru,0,1
AN get back down here!!! so silly.,0,7,34,get back silly,0,0
Today's Watchlist for ONG Stocks: JASO; ZIOP; VHC; SNFCA; TS  #stocks #trading,1,12,78,today watchlist ong stock jaso ziop vhc snfca stock trading,0,1
AAP kumo - :)~ earjet no kumo twist  ,0,8,37,aap kumo earjet kumo twist,0,0
Oil & gas equipment and svs stocks continue to show S: FTI TTI OII,1,14,66,oil gas equipment svs stock continue show fti tti oii,0,0
"SAVE flying high the last few weeks, time for lower altitudes More picks at   ",0,14,78,save flying high last week time lower altitude pick,0,1
VS needs over 56....  ,1,4,22,need,0,1
BAC Just let digest the news with a pullback... after we should Slowly rally...,1,14,79,bac let digest news pullback slowly rally,0,1
EDS ock on again. P 13.39%,1,6,26,ed ock,0,0
"OWW through 5.70, possible move to 5.90-6",1,7,41,oww possible move,1,1
ASTX popping out of downtrend/mini wedge   ,1,6,43,astx popping downtrend mini wedge,1,0
FEIC is approaching new all-time highs,1,6,38,feic approaching new time high,1,1
"THX posted the other day, may be getting ready   ",1,9,49,thx posted day may getting ready,0,1
EVC user missyaubaby  I'm short from ytd and today.  ,0,9,53,evc user missyaubaby short ytd today,0,1
M 5 min flag.   ,1,4,16,min flag,0,1
"I'm now out, but congrats to those who took this trade. Honestly not a hard decision to make. V   ",1,19,98,congrats took trade honestly hard decision make,0,1
"I like F and I like INTC, but I just sold them both to triple my PGH in one of my retirement accounts.",1,23,102,like like intc sold triple pgh one retirement account,0,0
"GPN nice intraday flag here, trying over 6.10",1,8,45,gpn nice intraday flag trying,1,1
"HCA still a picture of perfect health, up six days straight, nice trend  ",1,13,73,hca still picture perfect health six day straight nice trend,1,1
"BYD already made a big move but flagging well here, may be worth a shot long over 8.16",1,18,86,byd already made big move flagging well may worth shot long,1,1
What's larger: Cash on the sidelines waiting for pullback to buy stocks? or Cash on sidelines waiting for an AAP product line refresh?,1,23,134,larger cash sideline waiting pullback buy stock cash sideline waiting aap product line refresh,0,1
SHD now trading under 200D Moving-Average    ,0,6,45,shd trading moving average,0,1
bought a little MT Domestic Drones are inevitable!,1,8,50,bought little domestic drone inevitable,1,0
AIG show us something!!!   ,0,4,27,aig show something,0,1
eally considering adding some of those water utility names. WT AWK MSEX YOW SJW AW CWT Might pick 3 or so. ike the divi's,1,24,121,eally considering adding water utility name awk msex yow sjw cwt might pick ike divi,0,0
"PO covering some here, possible pullback to 24ish",0,8,49,covering possible pullback ish,0,0
"NTS another one that looks very strong right now. Buy over 55.25, tgt 56 then 58. user  ",1,17,88,nt another one look strong right buy tgt user,1,0
Added bear call spread in STJ at Apr20 43/45 level for potential 12% gain.,0,14,74,added bear call spread stj apr level potential gain,0,1
"DNDN grow wings you pig, 50 million shorts going to start covering soon enough",1,14,78,dndn grow wing pig million short going start covering soon enough,1,1
"XCO SD Staying patient here, not adding anything until market pulls back.  Will let my positions run if the market continues to take off",1,24,136,xco staying patient adding anything market pull back let position run market continues take,0,1
user DNDN has always been a name to buy when things look the ugliest,1,14,68,user dndn always name buy thing look ugliest,1,0
OAS market cap is in the sweet spot for a takeover bid,1,12,54,oas market cap sweet spot takeover bid,1,1
BAC Add some on the pullback if my 12.22 order is fill,1,12,54,bac add pullback order fill,0,1
OAS heading back to new 52 week highs,1,8,37,oas heading back new week high,1,1
AAP broke trend,0,3,15,aap broke trend,0,0
ooking for SPX ATH soon. That's my thought if I don't use my brain. Has worked like this most  times then why mess by using my brain AAP,1,28,136,ooking spx ath soon thought use brain worked like time mess using brain aap,0,0
OWE STOP in FMD to 5.26 20ma.,0,7,29,owe stop fmd,0,0
"NFX Almost time to short this puppy?  These multiples are ridiculous, it is basically an online Blockbuster, that is trying to make films",0,23,137,nfx almost time short puppy multiple ridiculous basically online blockbuster trying make film,0,0
It's rare for AMZN to not rally in a holiday shortened week. Think last Thanksgiving was an exception.,1,18,102,rare amzn rally holiday shortened week think last thanksgiving exception,0,0
EDS Solid day agin for this one. I like jumpy stocks.,1,11,53,ed solid day agin one like jumpy stock,1,1
AAP going back to OD,0,5,20,aap going back,0,1
CAT green to red soon.,0,5,22,cat green red soon,0,1
"DNDN, nice 5 minute green volume bars, lows in",1,9,46,dndn nice minute green volume bar low,1,1
BA continuing it's run   ,1,4,25,continuing run,1,1
an epic ms collapse would be ideal and appreciated this afternoon.,0,11,66,epic collapse would ideal appreciated afternoon,0,1
BAC Big Block on 2,1,5,18,bac big block,0,0
GOOG still under ma10...just a few more days,0,8,44,goog still day,0,1
"BWD, stepping in short. I do not see the necessary volume to take this past 86.5. Set tight stops  ",0,19,99,bwd stepping short see necessary volume take past set tight stop,0,1
 easy look at last 3 yrs annual income data:  ,1,9,46,easy look last yr annual income data,0,1
NAN Spring loaded (ascending triangle)  SI strong here.  20.00 now key.  Others I like: AX DDD (MACD) VMW  ,1,18,107,nan spring loaded ascending triangle strong key others like ddd macd vmw,1,1
Watch NKD here. Selling volume has been picking up and it's now below its 20 day moving average. Candle still needs to close.,0,23,125,watch nkd selling volume picking day moving average candle still need close,0,1
"NFX 10days ago gave you 10 short then orange dot buy called for 10 up ,DONE ! easy as streaming  ",1,20,97,nfx day ago gave short orange dot buy called done easy streaming,1,1
Smart traders taking your money! GPN,0,6,36,smart trader taking money gpn,0,1
well no complaints at this point regarding the 185.72 bid in NFX :),1,13,67,well complaint point regarding bid nfx,1,0
"AMZN daily,I have added arrows to buy signals each day target still 263+ no doubt will get there.   ",1,18,100,amzn daily added arrow buy signal day target still doubt get,1,0
"BYD triggered, 8.10 stop, 8.25 1st tgt",1,7,38,byd triggered stop st tgt,0,0
markets at the highs of the day. spy  ms still chopping around.  ridiculous.,0,13,76,market high day spy still chopping around ridiculous,0,0
KCG back in at 3.8 :) ,1,6,22,kcg back,1,1
"BYD next tgt 8.35, not sure if it has the mojo, 815 stop",1,13,56,byd next tgt sure mojo stop,0,0
"BAC Big Boy, Buy Big Block under... on 2 ;-)",1,10,44,bac big boy buy big block,1,1
NFX uggh! the one put (May 2013) I had might get wiped out - to exit of double down?,0,19,84,nfx uggh one put may might get wiped exit double,0,0
"ANAC is toast, no volume, free fall from here.  Nice run while it lasted, time to close some gaps.",0,19,98,anac toast volume free fall nice run lasted time close gap,0,1
MSFT - A Spanish group sues Microsoft to the European nion,0,11,58,msft spanish group sue microsoft european nion,0,0
AAP I bought  431.79 on March 14th. The spx was  1563 that day and it's now  1563. I'm +6.88% and you guys are bearish? come on man!,1,27,132,aap bought march th spx day guy bearish come man,1,0
"Those were pretty looking breakouts on MA and V.  I was skeptical last week, but I'm on board now. et's see where they land.",1,24,124,pretty looking breakout skeptical last week board see land,1,1
NVDA remains trapped between the 50SMA and the 200SMA. Slow sto trying to recover & cross over.  ,1,17,97,nvda remains trapped sma sma slow sto trying recover cross,0,0
ANAC come on up to me so I can short you more,0,12,45,anac come short,0,0
"AMZN - Bearish Divergence, H&S, and 10EMA looking to possibly cross 21EMA. Might have to wait for SPY to top first",0,21,114,amzn bearish divergence ema looking possibly cross ema might wait spy top first,0,0
"AMZN  Bearish Divergence, H&S, and 10EMA looking to possibly cross 21EMA. Might have to wait for SPY to top first",0,20,113,amzn bearish divergence ema looking possibly cross ema might wait spy top first,0,0
MA  MAJO BEAISH DIVEGENCE(NOW CONFIMED ON MACD-AS WE AS SI). DECEASING VOME.,0,12,76,majo beaish divegence confimed macd deceasing vome,0,1
8 Notable 52wk HIGHS By Desc % Price Delta [EOD20130326] KS CBI OII APC FT BEN AW YN  ,1,18,86,notable wk high desc price delta eod cbi oii apc ben,0,0
AMK a bear flag to keep an eye on for anyone interested in a short  ,0,15,68,amk bear flag keep eye anyone interested short,0,1
"Shorting GM and TSA once again.  TSA At the high end short term over bought, channel continuation or right shoulder falling H&S...",0,22,130,shorting tsa tsa high end short term bought channel continuation right shoulder falling,0,0
V total animal #VISA AXP MA who needs cash? #deleverage deleveraging! XF  ,1,12,74,total animal visa axp need cash deleverage deleveraging,0,0
G same pattern as HIMX developed at 4.00 will start buying a position for the next move up - this one is not done by any means,1,27,126,pattern himx developed start buying position next move one done mean,1,1
AIG - on watch for tomorrow.   ,1,6,31,aig watch tomorrow,0,1
PFE break out.. Pay attention to rising wedge.  ,0,8,48,pfe break pay attention rising wedge,0,1
BID -puts were active yesterday going out to Jan  ,0,9,50,bid put active yesterday going jan,0,1
AAP 458 PM good start for the bear :),0,9,37,aap good start bear,0,1
FAN worse and worse in premarket trading even if it's on low volume,0,13,67,fan worse worse premarket trading even low volume,0,0
MNK long above 3.50,1,4,19,mnk long,1,0
ooks like Cliffs is falling off a cliff right now. Geronimo!!!! CF,0,12,66,ooks like cliff falling cliff right geronimo,0,0
MSFT - The news of the new Microsoft Windows Blue  ,0,10,51,msft news new microsoft window blue,0,1
GID like it over the high,1,6,25,gid like high,1,1
AN is at least gonna sink to 7.60.,0,8,34,least gonna sink,0,0
A close above 197 on NFX and it gets into the next orbit that can take it to around 225 eventually.,1,21,99,close nfx get next orbit take around eventually,1,1
"if AAP runs up before earnings it will drop on disapointment or even a small miss, if we stay below 490 it will POP",1,24,115,aap run earnings drop disapointment even small miss stay pop,0,0
"GEVO nice start on ok volume, looking for entry",1,9,47,gevo nice start volume looking entry,1,1
"GID working, 46.50 1st tgt",1,5,26,gid working st tgt,1,1
Short CF and MMM,0,4,16,short mmm,0,1
"OAS, perfect opportunity to the buy the dip on this name. NG higher",1,13,67,oas perfect opportunity buy dip name higher,1,1
"BBY trying some short here, high of day stop",0,9,44,bby trying short high day stop,0,0
"GID reached my 1st tgt, 46.75 nxt",1,7,33,gid reached st tgt nxt,1,1
"OAS wants to climb, this dip is a gift",1,9,38,oas want climb dip gift,1,1
"CHTP nice bounce off 2, looking for followthrough here",1,9,54,chtp nice bounce looking followthrough,1,1
"GID still acting well, 46.20 stop on rest",1,8,41,gid still acting well stop rest,0,1
AAP below 557 has led to downside follow thru. i have 452 as my 1st support,0,16,75,aap led downside follow thru st support,0,0
"FIO barely red, this stock due for one of it's famous rips higher, keep an eye, I bought some yesterday",1,20,103,fio barely red stock due one famous rip higher keep eye bought yesterday,1,1
i'm amazed that ms is holding up in this tape.  thought for sure once it hit below 22 this morning it would tank.  wrong again.,0,25,127,amazed holding tape thought sure hit morning would tank wrong,0,0
DV time to move South. More picks at   ,0,8,39,time move south pick,0,1
emember: ASTM need to raise money soon. At this point things are getting difficult. everse Split here too?,0,18,106,emember astm need raise money soon point thing getting difficult everse split,0,0
"GID taking more off on this pop here, just dont like the volume, leaving last piece for a move to 47ish",1,21,103,gid taking pop dont like volume leaving last piece move ish,0,0
Failing on a 30-minute AAP #Apple NDX QQQ fake-out on daily  ,0,11,61,failing minute aap apple ndx qqq fake daily,0,0
"GOOG short, 804.20 stop on rest",0,6,31,goog short stop rest,0,0
SCHW - this 17.20 level is a 50% pullback from Feb. low - we added a pretty decent chunk here - looks scary - buy fear,1,26,118,schw level pullback feb low added pretty decent chunk look scary buy fear,1,0
"MNKD flagging nicely, like it over 3.39",1,7,39,mnkd flagging nicely like,1,1
GOOG tightening stop on rest - 803.2,0,7,36,goog tightening stop rest,0,0
"GEVO 1st tgt 2.30, 220 stop",1,6,27,gevo st tgt stop,0,0
"ES_F ule of thumb is that former momo names need 3 years to reset from top to the next bottom, former popped junk like NFX best short",0,27,133,ule thumb former momo name need year reset top next bottom former popped junk like nfx best short,0,0
AMK a nice short below 3.99  ,0,6,29,amk nice short,0,1
JCOM - new all-time highs after consolidating its earnings gap for a month or so  ,1,15,82,jcom new time high consolidating earnings gap month,1,1
KS looks ugly to me. A close below 106 and its headed below 100.,0,14,64,look ugly close headed,0,0
"MNX  Bullish pattern, confirming: (break out mode) Also like here:  NAN SCA GDOT VMW PAY  ",1,15,90,mnx bullish pattern confirming break mode also like nan sca gdot vmw pay,1,1
AAP 10 SMA about cross above 50 SMA; hasn't been above since October.  ,1,13,71,aap sma cross sma since october,0,1
"EPS 1st tgt 7.45-50 if it can bounce here, possible extension to 8 later",1,14,72,eps st tgt bounce possible extension later,0,1
JCC long overnight 1.78 -1.80,1,5,29,jcc long overnight,0,1
"The pattern in DNDN reminds of HGSI, everyone threw in the towel & then they received a nice takeover bid with huge premium out of nowhere",1,26,138,pattern dndn reminds hgsi everyone threw towel received nice takeover bid huge premium nowhere,1,0
"FIO, someone needs to dig up the Wizard of Woz & put him on CNBC again. He always gets the stock running. Bought stock yesterday",1,25,128,fio someone need dig wizard woz put cnbc always get stock running bought stock yesterday,1,0
"EPS hit my 1st tgt, 7.65-70 next",1,7,32,eps hit st tgt next,1,1
SHOT AO  38.99,0,3,14,shot,0,1
"C should pop of this level, stop under lows if wrong",1,11,52,pop level stop low wrong,0,0
"EPS still think there is a better than 50% chance it tags 8, but moving stop on rest to 7.35",1,20,92,eps still think better chance tag moving stop rest,0,1
"NG NG_F finally taking off here, KWK XCO SD all these stocks are lagging the move in Natural Gas here, think these have a 10% up move",1,27,133,finally taking kwk xco stock lagging move natural gas think move,1,0
"NG Increasing natural gas prices not exactly great for Cheniere, even if they are just a toll gate.  owers the arbitrage potential...",0,22,133,increasing natural gas price exactly great cheniere even toll gate owers arbitrage potential,0,1
BAC WFC in the hole finally.,0,6,28,bac wfc hole finally,0,1
AAP this thing going for 450,0,6,28,aap thing going,1,1
MCP new 52-week low here.  eminds me of coal stocks ACI AN CF WT BT JCC,0,16,71,mcp new week low eminds coal stock aci jcc,0,0
"GOOG 801ish 1st tgt, 803.20 stop",0,6,32,goog ish st tgt stop,0,0
GTAT - breakout entry above 3.03  ,1,6,34,gtat breakout entry,1,1
HG is hovering near all-time highs  ,1,6,36,hovering near time high,1,1
NFX weekly 190 puts in play,0,6,27,nfx weekly put play,0,1
Darn it we missed BSFT short.,0,6,29,darn missed bsft short,0,0
EPS made a quick 10 min trade 7.52-7.73.  looks like might of jumped out too early might pass 8.00,1,19,98,eps made quick min trade look like might jumped early might pas,0,0
GS whoop that was it the 38.25 fib line.,0,9,40,whoop fib line,0,0
GNW expecting this consolidation flag to resolve soon:  ,1,8,56,gnw expecting consolidation flag resolve soon,0,1
"CF Shifting on the 15 minute intraday, suspect to trade OWE - careful shorting lows, backs and fills. Disclosure: Short CF",0,21,122,shifting minute intraday suspect trade owe careful shorting low back fill disclosure short,0,0
M breakout gap held - 60 min. ong 1/2 position post EPS. Back in J calls w/ profit preEPS  ,1,19,91,breakout gap held min ong position post eps back call profit preeps,1,1
CF trying to bounce here 191.50ish 1st tgt,1,8,42,trying bounce ish st tgt,0,1
CF taking some off here close to 19150,1,8,38,taking close,0,1
"AMZN long I have posted for days hits target today for nice 11+  gain, just sharing what it simple  ",1,19,100,amzn long posted day hit target today nice gain sharing simple,1,1
"VTX ..working a flag just above downtrend line breakout, looks higher   ",1,11,72,vtx working flag downtrend line breakout look higher,1,1
AAP has made no attempt to fight this sell off,0,10,46,aap made attempt fight sell,0,0
ONG CF here  18.30.,1,4,19,ong,0,1
"CF still in a flag here, not sure how much mojo it has, but hoping for a move to 192 or so from here",1,24,100,still flag sure much mojo hoping move,0,1
"CF finally, looking for 141.80-90 next tgt",1,7,42,finally looking next tgt,1,1
GEVO taking half off 2.29,1,5,25,gevo taking half,0,1
"GS I think the odds on play is probably for higher prices, in due time.  ",1,15,73,think odds play probably higher price due time,1,1
On a technical basis NVDA is ready to break its 200SMA. Some technicals are turning up here.  ,1,17,94,technical basis nvda ready break sma technical turning,1,0
BAC Thursday will Close Around 12.50 IMO (Opex),1,8,47,bac thursday close around imo opex,0,1
"HTZ great move to new highs out of that triangle, very strong  ",1,12,63,htz great move new high triangle strong,1,1
"PKG three back to back strong days, good volume too, very nice move  ",1,13,69,pkg three back back strong day good volume nice move,1,1
added to my AAP long,1,5,20,added aap long,1,1
"TGT, searching for shorts, took a small put pos. for a quick trade, just to scratch that itch.  ",0,18,96,tgt searching short took small put po quick trade scratch itch,0,0
HOS Out of the triangle!  from  ,1,6,32,ho triangle,0,1
"AMK broke untested support line of flag (can be adj), but holding prior retracement low (no pstn)  ",0,17,99,amk broke untested support line flag adj holding prior retracement low pstn,0,0
HEK Cup and handle formation just dying to pop!,1,9,47,hek cup handle formation dying pop,1,0
When we drop expecting a 8-10% correction   SPX ES_F SPY QQQ IWM NDX AAP,0,14,72,drop expecting correction spx spy qqq iwm ndx aap,0,0
user: When we drop expecting a 8-10% correction   SPX ES_F SPY QQQ IWM NDX AAP,0,15,78,user drop expecting correction spx spy qqq iwm ndx aap,0,0
"CX is a good short here at 87.30.  P/E too high, hitting upper trendline  ",0,14,74,good short high hitting upper trendline,0,1
otten aapl   spy,0,3,16,otten aapl spy,0,0
CO had this on the list for break of 7.00 and risk was too much so no buy man I missed a good one - low volume deterrent caused the miss,1,31,136,list break risk much buy man missed good one low volume deterrent caused miss,0,0
JCP 38.24% short float,1,4,22,jcp short float,0,1
XONE beat the expectations tomorrow will be a 3D day DDD SSYS,1,12,61,xone beat expectation tomorrow day ddd ssys,1,1
ONG Setups: CF SPT DDD CZ AMI APA AXN ANIK CVT  ,1,11,48,ong setup spt ddd ami apa axn anik cvt,0,1
SHOT Setups: AAP GOOG BBY  ,0,5,27,shot setup aap goog bby,0,1
"EXPE not looking too good after breaking the uptrend, watch your fib retracements on the way down  ",0,17,99,expe looking good breaking uptrend watch fib retracements way,0,1
"CEN just giving everybody more buying opp IMHO, magnet rip to 100 on deck  ",1,14,75,cen giving everybody buying opp imho magnet rip deck,1,0
IBM cant wait for test of 205 then 200 it;s coming who u fooling,0,14,64,ibm cant wait test coming fooling,0,1
"ock star Direct TV DTV continues to power higher, now up 14.3% since March 11 in the long term portfolio!   ",1,20,108,ock star direct dtv continues power higher since march long term portfolio,1,1
Should I short PXD at the open for a BearishBuck?,0,10,49,short pxd open bearishbuck,0,0
user Time and time again revenues slow down for hot stocks like lulu and they bend over to hide the real cause.,0,22,111,user time time revenue slow hot stock like lulu bend hide real cause,0,0
Thinking NAV short. osing money and borrowing more.,0,8,51,thinking nav short osing money borrowing,0,0
CM insider sells 1M worth of stock every week  ,0,9,47,insider sell worth stock every week,0,1
"This been good to us since Feb DECK now waking up again, your on #DECK #DECKES  ",1,16,80,good since feb deck waking deck deckes,1,1
NKD looking distressed. Anticipating a gap down in the coming days. Closed off of it's today & up on declining up volume again.,0,23,127,nkd looking distressed anticipating gap coming day closed today declining volume,0,0
 thinking out loud. 50 mva sub 200 mva- done. Bottoming tails at 61.60 providing obvious stop. Catalyst higher? 29% short interest.,1,21,131,thinking loud mva sub mva done bottoming tail providing obvious stop catalyst higher short interest,0,0
of some of the most watched biotechs AMGN looks to have the most room to go higher. CEG VX AGN BIIB look very close to stall speed.,1,27,131,watched biotech amgn look room higher ceg agn biib look close stall speed,0,1
COST looking to go higher.,1,5,26,cost looking higher,1,0
MWIV looking to go higher.,1,5,26,mwiv looking higher,1,1
oh GID poised to go higher. almost forgot this one.,1,10,51,gid poised higher almost forgot one,1,0
Watching these a little more closely (again) after today's action:  BID DECK COST Others:  MNX VMW NAN TXH  ,1,18,108,watching little closely today action bid deck cost others mnx vmw nan txh,0,0
"no position for me, my boss took his 1st in position in a long time (short BBY) so maybe contrarian thesis here i am short GME tomorrow",0,27,135,position bos took st position long time short bby maybe contrarian thesis short gme tomorrow,0,1
Could this false breakout on BAC take us down to 11 ?   ,0,12,56,could false breakout bac take,0,0
NVDA has started to bounce & broke out from a falling wedge closing above resistance 12.6 level  ,1,17,97,nvda started bounce broke falling wedge closing resistance level,1,0
TSO Keep this small Cup with Handle on your watch list. Breakout watch over 60 on volume.  ,1,17,91,tso keep small cup handle watch list breakout watch volume,1,1
ADM Volume is picking up again. Next buy when clears 33.13 on volume.  ,1,13,71,adm volume picking next buy clear volume,1,1
GPN Stock price finally broke out one of the most important resistances in the short term at 6.17   ,1,18,100,gpn stock price finally broke one important resistance short term,1,1
"user benrab no position ever, no payment ever, just trying to explain the fraud that is likely zagg. Deny it at you're own risk.",0,24,128,user benrab position ever payment ever trying explain fraud likely zagg deny risk,0,0
"Trying to finish a post on zagg that, if it doesn't move you to sell everything, proves you are in complete denial and/or over your head.",0,26,137,trying finish post zagg move sell everything prof complete denial head,0,0
MOS long  ,1,2,10,mo long,1,1
"OC long, todays ultra small range, inside & following yest hammer, has my attention...lets watch  ",1,15,98,long today ultra small range inside following yest hammer attention let watch,0,1
"VITC long, higher lows with highs stuck at 20 & 50SMA zone, c if it clears & prints a .30 candle  ",1,21,98,vitc long higher low high stuck sma zone clear print candle,0,1
"My SHOTS, various strats, AXDX CMCO DGIT D ECYT EPIQ GDD GMAN ICGE IDIX MXW OME PETS ECN SCMP SGI SIMO SNFCA",0,22,108,shot various strats axdx cmco dgit ecyt epiq gdd gman icge idix mxw ome pet ecn scmp sgi simo snfca,0,1
"HZNP first step 3,5",1,4,19,hznp first step,0,1
o-Hi Setups: MNKD DVAX ANAD ATM AZK BEE DANG GEVO HN MTO PG PPC SVM SAT  ,1,16,73,setup mnkd dvax anad atm azk bee dang gevo mto ppc svm sat,0,1
New ong entry - IBM Big Blue Flashes Green -  ,1,10,46,new ong entry ibm big blue flash green,1,1
GOOG will add to this short position when breaks 3/18 lows on volume (winning trade)  ,0,15,86,goog add short position break low volume winning trade,0,1
It's fair to say trendfollowers who where short PX at the close yesterday will be having a very uncomfortable day today.,1,21,120,fair say trendfollowers short close yesterday uncomfortable day today,0,0
Will short 300 shares of PXD at the open for a #BearishBuck.,0,12,60,short share pxd open bearishbuck,0,0
DN looking for a move over 10.60,1,7,32,looking move,0,1
"Hit stops, out of AAP longs from yesterday. Falling knife??",0,10,59,hit stop aap longs yesterday falling knife,0,0
"AAP there it goes, peeling some here",1,7,36,aap go peeling,0,0
HAO like it on a pop over 6 w vol,1,10,33,hao like pop vol,1,1
"ZNGA Short Week, elease of eal Money Gaming in K on April 1st after expiration of FB Contract. Should be a nice gap up next week. 4.00",1,27,134,znga short week elease eal money gaming april st expiration contract nice gap next week,1,1
PX taking some off here 15.95,1,6,29,taking,0,1
GOOG AAP short positions for days paying off nicely 30+ gians VIDEO   ,0,12,70,goog aap short position day paying nicely gians video,1,1
DN trying to push through 10.60,1,6,31,trying push,0,1
"SPW Still climbing after yesterday's gains.  I love buying panic, cheap shares.",1,12,79,spw still climbing yesterday gain love buying panic cheap share,1,1
SGN time to book some profits. More selections at   ,0,9,52,sgn time book profit selection,0,1
AMK breaking below yest's lows & below prior infliction pt low. Illiquid stock  ,0,13,80,amk breaking yest low prior infliction low illiquid stock,0,0
"MTG.. got a little long yesterday, like the orderly pullback/consol. after the big rip,target 6  ",1,15,97,mtg got little long yesterday like orderly pullback consol big rip target,1,0
"SWI good follow-through to yesterday's bounce from support, ideally would like volume on upside now  ",1,15,101,swi good follow yesterday bounce support ideally would like volume upside,1,1
EAT is hungry for all-time highs today.,1,7,39,eat hungry time high today,1,1
keep an eye on CAI.   we are long from 3.95 and it is setting up well for earnings on 4/2.,1,20,90,keep eye cai long setting well earnings,1,1
"HTZ another break to new highs with follow-thru, nothing bearish in any of these, follow the trend  ",1,17,100,htz another break new high follow thru nothing bearish follow trend,1,1
"S continues to work well, big breakout, retest, and follow-through, and all on good volume  ",1,15,92,continues work well big breakout retest follow good volume,1,1
